CID,BDATE,GEN
NASAW00015323,19530920,Male
NASAW00015324,19531118,Female
NASAW00015325,19590517,Male
NASAW00015326,19590914,Male
NASAW00015327,19540615,Female
NASAW00015328,19540522,Male
NASAW00015329,19540418,Female
NASAW00015330,19550222,Female
NASAW00015331,19600822,Male
NASAW00015332,19600404,Male
NASAW00015333,19550505,Female
NASAW00015334,19551101,Female
NASAW00015335,19550803,Female
NASAW00015336,19560320,Male
NASAW00015337,19610524,Female
NASAW00015338,19551229,Female
NASAW00015339,19551229,Male
NASAW00015340,19561103,Female
NASAW00015341,19570511,Female
NASAW00015342,19561018,Female
NASAW00015343,19570306,Male
NASAW00015344,19560904,Male
NASAW00015345,19561112,Female
NASAW00015346,19560910,Male
NASAW00015347,19571225,Female
NASAW00015348,19580519,Male
NASAW00015349,19631107,Female
NASAW00015350,19630830,Female
NASAW00015351,19571012,Male
NASAW00015352,19640117,Male
NASAW00015353,19631231,Female
NASAW00015354,19620807,Male
NASAW00015355,19610717,Female
NASAW00015356,19601016,Female
NASAW00015357,19661018,Male
NASAW00015358,19370922,Female
NASAW00015359,19381005,Male
NASAW00015360,19381220,Male
NASAW00015361,19381115,Male
NASAW00015362,19761202,Female
NASAW00015363,19700826,Male
NASAW00015364,19700821,Male
NASAW00015365,19761020,Female
NASAW00015366,19761218,Female
NASAW00015367,19690704,Female
NASAW00015368,19690807,Female
NASAW00015369,19670217,Male
NASAW00015370,19611231,Female
NASAW00015371,19610901,Male
NASAW00015372,19670716,Male
NASAW00015373,19391017,Female
NASAW00015374,19400410,Female
NASAW00015375,19400314,Female
NASAW00015376,19740502,Female
NASAW00015377,19690101,Female
NASAW00015378,19680902,Male
NASAW00015379,19690522,Female
NASAW00015380,19680406,Male
NASAW00015381,19671107,Female
NASAW00015382,19730507,Female
NASAW00015383,19680426,Male
NASAW00015384,19660823,Male
NASAW00015385,19720610,Female
NASAW00015386,19660905,Male
NASAW00015387,19660813,Male
NASAW00015388,19660719,Female
NASAW00015389,19670306,Female
NASAW00015390,19601031,Male
NASAW00015391,19660316,Female
NASAW00015392,19600216,Female
NASAW00015393,19410331,Female
NASAW00015394,19470403,Female
NASAW00015395,19660416,Male
NASAW00015396,19711030,Female
NASAW00015397,19651205,Male
NASAW00015398,19660412,Male
NASAW00015399,19600129,Female
NASAW00015400,19600318,Male
NASAW00015401,19600213,Female
NASAW00015402,19600213,Male
NASAW00015403,19650902,Male
NASAW00015404,19591031,Female
NASAW00015405,19580921,Male
NASAW00015406,19581123,Female
NASAW00015407,19640902,Female
NASAW00015408,19590425,Female
NASAW00015409,19580131,Male
NASAW00015410,19571220,Female
NASAW00015411,19481103,Male
NASAW00015412,19421212,Male
NASAW00015413,19430304,Male
NASAW00015414,19450302,Male
NASAW00015415,19441110,Female
NASAW00015416,19450818,Male
NASAW00015417,19520601,Male
NASAW00015418,19740404,Male
NASAW00015419,19790113,Male
NASAW00015420,19740401,Male
NASAW00015421,19730831,Male
NASAW00015422,19850106,Female
NASAW00015423,19841023,Male
NASAW00015424,19841209,Female
NASAW00015425,19550922,Female
NASAW00015426,19490816,Female
NASAW00015427,19850517,Female
NASAW00015428,19841028,Male
NASAW00015429,19841016,Male
NASAW00015430,19831207,Male
NASAW00015431,19830914,Male
NASAW00015432,19840215,Male
NASAW00015433,19840215,Male
NASAW00015434,19500719,Male
NASAW00015435,19520410,Male
NASAW00015436,19520319,Female
NASAW00015437,19521219,Female
NASAW00015438,19520907,Male
NASAW00015439,19590111,Male
NASAW00015440,19790920,Male
NASAW00015441,19710817,Female
NASAW00015442,19671225,Male
NASAW00015443,19670923,Male
NASAW00015444,19670809,Male
NASAW00015445,19680611,Male
NASAW00015446,19720519,Male
NASAW00015447,19661108,Female
NASAW00015448,19670424,Male
NASAW00015449,19400814,Male
NASAW00015450,19411208,Male
NASAW00015451,19671116,Female
NASAW00015452,19640216,Female
NASAW00015453,19690807,Female
NASAW00015454,19610302,Male
NASAW00015455,19451007,Female
NASAW00015456,19460413,Male
NASAW00015457,19460828,Female
NASAW00015458,19530623,Female
NASAW00015459,19471011,Female
NASAW00015460,19530209,Female
NASAW00015461,19471110,Male
NASAW00015462,19490223,Male
NASAW00015463,19490518,Male
NASAW00015464,19851002,Female
NASAW00015465,19860303,Female
NASAW00015466,19750708,Male
NASAW00015467,19760130,Male
NASAW00015468,19760509,Female
NASAW00015469,19811024,Male
NASAW00015470,19810217,Female
NASAW00015471,19740905,Female
NASAW00015472,19801014,Female
NASAW00015473,19741013,Female
NASAW00015474,19741030,Male
NASAW00015475,19801014,Female
NASAW00015476,19750501,Female
NASAW00015477,19750208,Male
NASAW00015478,19770215,Female
NASAW00015479,19770217,Female
NASAW00015480,19770119,Female
NASAW00015481,19820821,Female
NASAW00015482,19760807,Female
NASAW00015483,19761104,Female
NASAW00015484,19761217,Male
NASAW00015485,19750519,Female
NASAW00015486,19750323,Male
NASAW00015487,19750309,Male
NASAW00015488,19740924,Male
NASAW00015489,19740123,Female
NASAW00015490,19730802,Female
NASAW00015491,19790420,Female
NASAW00015492,19850414,Female
NASAW00015493,19790916,Male
NASAW00015494,19740514,Female
NASAW00015495,19721114,Male
NASAW00015496,19730307,Female
NASAW00015497,19720901,Female
NASAW00015498,19750808,Female
NASAW00015499,19760622,Male
NASAW00015500,19750725,Male
NASAW00015501,19751219,Male
NASAW00015502,19781015,Male
NASAW00015503,19780822,Female
NASAW00015504,19720929,Male
NASAW00015505,19720806,Female
NASAW00015506,19820920,Male
NASAW00015507,19720327,Female
NASAW00015508,19720205,Female
NASAW00015509,19710823,Male
NASAW00015510,19771020,Male
NASAW00015511,19740811,Female
NASAW00015512,19750129,Male
NASAW00015513,19750419,Female
NASAW00015514,19741116,Female
NASAW00015515,19741008,Male
NASAW00015516,19801014,Male
NASAW00015517,19800119,Male
NASAW00015518,19750312,Male
NASAW00015519,19270510,Female
NASAW00015520,19701217,Female
NASAW00015521,19760521,Female
NASAW00015522,19760903,Male
NASAW00015523,19690807,Male
NASAW00015524,19750912,Male
NASAW00015525,19750208,Female
NASAW00015526,19691217,Female
NASAW00015527,19691006,Female
NASAW00015528,19791001,Male
NASAW00015529,19690101,Male
NASAW00015530,19680930,Female
NASAW00015531,19681211,Male
NASAW00015532,19680803,Male
NASAW00015533,19790906,Female
NASAW00015534,19690321,Male
NASAW00015535,19690430,Male
NASAW00015536,19740809,Female
NASAW00015537,19680722,Female
NASAW00015538,19690224,Male
NASAW00015539,19670723,Male
NASAW00015540,19730404,Male
NASAW00015541,19671005,Female
NASAW00015542,19730418,Female
NASAW00015543,19670923,Female
NASAW00015544,19680612,Male
NASAW00015545,19720207,Female
NASAW00015546,19661118,Male
NASAW00015547,19670405,Female
NASAW00015548,19660312,Female
NASAW00015549,19721203,Male
NASAW00015550,19780517,Male
NASAW00015551,19730102,Female
NASAW00015552,19721228,Male
NASAW00015553,19721208,Male
NASAW00015554,19730301,Female
NASAW00015555,19660422,Female
NASAW00015556,19761108,Male
NASAW00015557,19660211,Male
NASAW00015558,19650929,Female
NASAW00015559,19700522,Male
NASAW00015560,19640917,Female
NASAW00015561,19700124,Male
NASAW00015562,19760415,Female
NASAW00015563,19700710,Male
NASAW00015564,19700221,Male
NASAW00015565,19640806,Male
NASAW00015566,19700921,Male
NASAW00015567,19641221,Female
NASAW00015568,19630711,Male
NASAW00015569,19740822,Female
NASAW00015570,19750205,Female
NASAW00015571,19750306,Male
NASAW00015572,19630916,Female
NASAW00015573,19690821,Male
NASAW00015574,19690117,Male
NASAW00015575,19850106,Male
NASAW00015576,19760318,Female
NASAW00015577,19750825,Female
NASAW00015578,19810816,Female
NASAW00015579,19730704,Female
NASAW00015580,19790220,Male
NASAW00015581,19731025,Female
NASAW00015582,19740118,Male
NASAW00015583,19740328,Female
NASAW00015584,19721014,Female
NASAW00015585,19780305,Male
NASAW00015586,19750224,Male
NASAW00015587,19801010,Female
NASAW00015588,19800703,Female
NASAW00015589,19741013,Male
NASAW00015590,19740924,Male
NASAW00015591,19750322,Male
NASAW00015592,19831001,Female
NASAW00015593,19730318,Female
NASAW00015594,19780305,Female
NASAW00015595,19710805,Male
NASAW00015596,19710702,Male
NASAW00015597,19710806,Male
NASAW00015598,19710420,Female
NASAW00015599,19701118,Male
NASAW00015600,19740502,Male
NASAW00015601,19790809,Female
NASAW00015602,19790114,Male
NASAW00015603,19750902,Male
NASAW00015604,19700613,Male
NASAW00015605,19700221,Male
NASAW00015606,19700610,Male
NASAW00015607,19750919,Male
NASAW00015608,19840510,Female
NASAW00015609,19850811,Male
NASAW00015610,19860411,Female
NASAW00015611,19840208,Female
NASAW00015612,19831005,Male
NASAW00015613,19840314,Female
NASAW00015614,19800513,Female
NASAW00015615,19840812,Female
NASAW00015616,19840514,Female
NASAW00015617,19840802,Female
NASAW00015618,19780826,Male
NASAW00015619,19780923,Male
NASAW00015620,19781116,Female
NASAW00015621,19790326,Female
NASAW00015622,19780414,Male
NASAW00015623,19780410,Female
NASAW00015624,19830808,Male
NASAW00015625,19780416,Male
NASAW00015626,19830720,Male
NASAW00015627,19780623,Male
NASAW00015628,19220410,Female
NASAW00015629,19770331,Female
NASAW00015630,19761030,Female
NASAW00015631,19770511,Male
NASAW00015632,19760708,Female
NASAW00015633,19770208,Female
NASAW00015634,19820523,Male
NASAW00015635,19770220,Female
NASAW00015636,19751122,Male
NASAW00015637,19770119,Male
NASAW00015638,19470123,Female
NASAW00015639,19850830,Female
NASAW00015640,19851014,Male
NASAW00015641,19831101,Male
NASAW00015642,19830221,Female
NASAW00015643,19830320,Male
NASAW00015644,19850216,Female
NASAW00015645,19840908,Male
NASAW00015646,19840502,Female
NASAW00015647,19840519,Female
NASAW00015648,19840303,Male
NASAW00015649,19540407,Female
NASAW00015650,19720131,Male
NASAW00015651,19720709,Female
NASAW00015652,19661122,Female
NASAW00015653,19771201,Male
NASAW00015654,19650909,Male
NASAW00015655,19711030,Female
NASAW00015656,19651213,Male
NASAW00015657,19651218,Male
NASAW00015658,19650212,Female
NASAW00015659,19640813,Female
NASAW00015660,19650301,Female
NASAW00015661,19650216,Male
NASAW00015662,19651121,Female
NASAW00015663,19650105,Female
NASAW00015664,19700422,Female
NASAW00015665,19650102,Female
NASAW00015666,19811018,Female
NASAW00015667,19760316,Male
NASAW00015668,19810223,Male
NASAW00015669,19810420,Female
NASAW00015670,19750131,Male
NASAW00015671,19741124,Male
NASAW00015672,19740719,Male
NASAW00015673,19800604,Male
NASAW00015674,19750105,Male
NASAW00015675,19750415,Male
NASAW00015676,19741005,Male
NASAW00015677,19750208,Female
NASAW00015678,19800604,Female
NASAW00015679,19580310,Male
NASAW00015680,19560905,Female
NASAW00015681,19600207,Female
NASAW00015682,19491118,Female
NASAW00015683,19491220,Female
NASAW00015684,19550707,Male
NASAW00015685,19491207,Female
NASAW00015686,19491231,Male
NASAW00015687,19501216,Male
NASAW00015688,19501104,Male
NASAW00015689,19500706,Female
NASAW00015690,19511210,Male
NASAW00015691,19591215,Male
NASAW00015692,19591012,Male
NASAW00015693,19600116,Female
NASAW00015694,19590118,Female
NASAW00015695,19591216,Male
NASAW00015696,19581203,Male
NASAW00015697,19590103,Female
NASAW00015698,19580831,Female
NASAW00015699,19590311,Male
NASAW00015700,19580519,Male
NASAW00015701,19580327,Female
NASAW00015702,19580215,Female
NASAW00015703,19620502,Female
NASAW00015704,19560910,Male
NASAW00015705,19550919,Male
NASAW00015706,19550525,Female
NASAW00015707,19600911,Female
NASAW00015708,19600717,Female
NASAW00015709,19590831,Female
NASAW00015710,19530722,Female
NASAW00015711,19531230,Male
NASAW00015712,19540604,Female
NASAW00015713,19531207,Female
NASAW00015714,19530316,Female
NASAW00015715,19801217,Female
NASAW00015716,19801217,Male
NASAW00015717,19811123,Female
NASAW00015718,19811013,Female
NASAW00015719,19820110,Female
NASAW00015720,19800123,Female
NASAW00015721,19850811,Female
NASAW00015722,19800525,Female
NASAW00015723,19850314,Female
NASAW00015724,19791030,Male
NASAW00015725,19790115,Male
NASAW00015726,19780827,Female
NASAW00015727,19771031,Female
NASAW00015728,19790131,Male
NASAW00015729,19830921,Female
NASAW00015730,19770818,Male
NASAW00015731,19760916,Male
NASAW00015732,19830525,Female
NASAW00015733,19770922,Female
NASAW00015734,19760108,Female
NASAW00015735,19751030,Female
NASAW00015736,19461211,Female
NASAW00015737,19461002,Male
NASAW00015738,19470120,Female
NASAW00015739,19480614,Male
NASAW00015740,19471009,Male
NASAW00015741,19480409,Female
NASAW00015742,19480506,Female
NASAW00015743,19530214,Female
NASAW00015744,19470919,Female
NASAW00015745,19480212,Male
NASAW00015746,19490531,Female
NASAW00015747,19490824,Male
NASAW00015748,19491207,Male
NASAW00015749,19500424,Female
NASAW00015750,19841016,Female
NASAW00015751,19660221,Female
NASAW00015752,19610331,Male
NASAW00015753,19620621,Female
NASAW00015754,19611221,Female
NASAW00015755,19670122,Male
NASAW00015756,19740101,Female
NASAW00015757,19630107,Male
NASAW00015758,19690522,Male
NASAW00015759,19790507,Female
NASAW00015760,19791101,Male
NASAW00015761,19800416,Male
NASAW00015762,19791105,Male
NASAW00015763,19800122,Male
NASAW00015764,19641212,Male
NASAW00015765,19650416,Male
NASAW00015766,19650212,Female
NASAW00015767,19700520,Male
NASAW00015768,19720525,Female
NASAW00015769,19711106,Female
NASAW00015770,19830406,Male
NASAW00015771,19630723,Female
NASAW00015772,19680309,Male
NASAW00015773,19630402,Male
NASAW00015774,19680224,Female
NASAW00015775,19791213,Female
NASAW00015776,19790906,Male
NASAW00015777,19680118,Female
NASAW00015778,19621107,Male
NASAW00015779,19730814,Male
NASAW00015780,19680510,Female
NASAW00015781,19620930,Male
NASAW00015782,19681119,Female
NASAW00015783,19730107,Male
NASAW00015784,19730303,Female
NASAW00015785,19671024,Male
NASAW00015786,19680502,Male
NASAW00015787,19661118,Female
NASAW00015788,19710915,Female
NASAW00015789,19720212,Female
NASAW00015790,19651213,Male
NASAW00015791,19660320,Female
NASAW00015792,19760805,Male
NASAW00015793,19760408,Female
NASAW00015794,19811215,Female
NASAW00015795,19700716,Female
NASAW00015796,19701108,Male
NASAW00015797,19700925,Male
NASAW00015798,19700319,Female
NASAW00015799,19640711,Female
NASAW00015800,19701207,Male
NASAW00015801,19690512,Female
NASAW00015802,19791018,Female
NASAW00015803,19680416,Male
NASAW00015804,19680217,Female
NASAW00015805,19670830,Female
NASAW00015806,19730102,Male
NASAW00015807,19721029,Male
NASAW00015808,19660719,Female
NASAW00015809,19660315,Male
NASAW00015810,19710903,Female
NASAW00015811,19710502,Male
NASAW00015812,19641007,Male
NASAW00015813,19820130,Male
NASAW00015814,19811014,Female
NASAW00015815,19800724,Female
NASAW00015816,19811117,Female
NASAW00015817,19820105,Female
NASAW00015818,19820116,Male
NASAW00015819,19860315,Female
NASAW00015820,19860401,Male
NASAW00015821,19860625,Male
NASAW00015822,19440417,Male
NASAW00015823,19440323,Female
NASAW00015824,19821130,Female
NASAW00015825,19811202,Female
NASAW00015826,19840708,Female
NASAW00015827,19841103,Female
NASAW00015828,19450520,Female
NASAW00015829,19441113,Male
NASAW00015830,19450813,Female
NASAW00015831,19450813,Male
NASAW00015832,19461002,Male
NASAW00015833,19480920,Female
NASAW00015834,19810922,Female
NASAW00015835,19811025,Male
NASAW00015836,19811013,Male
NASAW00015837,19810419,Female
NASAW00015838,19850213,Female
NASAW00015839,19791118,Male
NASAW00015840,19770825,Female
NASAW00015841,19830511,Male
NASAW00015842,19830109,Female
NASAW00015843,19740502,Male
NASAW00015844,19740624,Female
NASAW00015845,19740617,Female
NASAW00015846,19790906,Male
NASAW00015847,19790510,Male
NASAW00015848,19790824,Female
NASAW00015849,19720829,Female
NASAW00015850,19781004,Female
NASAW00015851,19721218,Female
NASAW00015852,19780822,Male
NASAW00015853,19720821,Female
NASAW00015854,19730224,Female
NASAW00015855,19681014,Male
NASAW00015856,19730802,Male
NASAW00015857,19641203,Female
NASAW00015858,19641212,Male
NASAW00015859,19640901,Female
NASAW00015860,19780419,Male
NASAW00015861,19771123,Male
NASAW00015862,19780606,Female
NASAW00015863,19790131,Male
NASAW00015864,19841016,Female
NASAW00015865,19761011,Female
NASAW00015866,19811230,Female
NASAW00015867,19760807,Female
NASAW00015868,19761210,Male
NASAW00015869,19770620,Female
NASAW00015870,19761129,Female
NASAW00015871,19770622,Male
NASAW00015872,19830929,Female
NASAW00015873,19831016,Female
NASAW00015874,19491210,Male
NASAW00015875,19490816,Male
NASAW00015876,19500417,Male
NASAW00015877,19561007,Male
NASAW00015878,19501021,Male
NASAW00015879,19501118,Male
NASAW00015880,19510513,Male
NASAW00015881,19510217,Female
NASAW00015882,19510501,Male
NASAW00015883,19510513,Male
NASAW00015884,19510104,Male
NASAW00015885,19511115,Male
NASAW00015886,19511016,Male
NASAW00015887,19520209,Female
NASAW00015888,19511102,Female
NASAW00015889,19520517,Male
NASAW00015890,19520826,Male
NASAW00015891,19521208,Male
NASAW00015892,19640705,Female
NASAW00015893,19540515,Female
NASAW00015894,19700506,Female
NASAW00015895,19700506,Female
NASAW00015896,19531215,Male
NASAW00015897,19530914,Female
NASAW00015898,19541029,Male
NASAW00015899,19541229,Male
NASAW00015900,19610324,Male
NASAW00015901,19550827,Female
NASAW00015902,19551023,Male
NASAW00015903,19560106,Female
NASAW00015904,19550725,Female
NASAW00015905,19561015,Female
NASAW00015906,19560902,Female
NASAW00015907,19561015,Male
NASAW00015908,19730912,Male
NASAW00015909,19570306,Female
NASAW00015910,19561205,Male
NASAW00015911,19630423,Female
NASAW00015912,19570904,Female
NASAW00015913,19571214,Male
NASAW00015914,19630819,Male
NASAW00015915,19580108,Male
NASAW00015916,19580111,Male
NASAW00015917,19580320,Female
NASAW00015918,19570802,Male
NASAW00015919,19631104,Female
NASAW00015920,19630211,Male
NASAW00015921,19681122,Male
NASAW00015922,19681012,Male
NASAW00015923,19671004,Male
NASAW00015924,19611218,Male
NASAW00015925,19611225,Male
NASAW00015926,19610811,Female
NASAW00015927,19620603,Male
NASAW00015928,19611105,Female
NASAW00015929,19620207,Female
NASAW00015930,19600929,Female
NASAW00015931,19600707,Male
NASAW00015932,19610310,Female
NASAW00015933,19660130,Male
NASAW00015934,19610925,Female
NASAW00015935,19441024,Female
NASAW00015936,19390112,Female
NASAW00015937,19701109,Female
NASAW00015938,19760705,Male
NASAW00015939,19700811,Female
NASAW00015940,19710527,Male
NASAW00015941,19700826,Female
